tt,recId,year,month,day,angle
1728519,510,20,6,6,1
1728520,510,20,6,7,2
1728521,510,20,6,8,2
1728522,510,20,6,9,3
1728523,510,20,6,10,3
1728524,510,20,6,11,4
1728525,510,20,6,12,4
1728526,510,20,6,13,5
1729210,510,22,4,28,5
1729211,510,22,4,29,5
1729212,510,22,4,30,5
1729213,510,22,5,1,4
1729214,510,22,5,2,4
1729215,510,22,5,3,3
1729216,510,22,5,4,3
1729217,510,22,5,5,2
1729218,510,22,5,6,2
1729219,510,22,5,7,1
1729220,510,22,5,8,1
1729221,510,22,5,9,1
1729222,510,22,5,10,1
1729223,510,22,5,11,1
1729224,510,22,5,12,1
1729225,510,22,5,13,2
1729226,510,22,5,14,2
1729227,510,22,5,15,2
1729228,510,22,5,16,3
1729229,510,22,5,17,3
1729230,510,22,5,18,4
1729231,510,22,5,19,4
1729232,510,22,5,20,5
1729733,510,23,10,3,5
1729734,510,23,10,4,5
1729735,510,23,10,5,4
1729736,510,23,10,6,4
1729737,510,23,10,7,3
1729738,510,23,10,8,3
1729739,510,23,10,9,2
1729740,510,23,10,10,2
1729741,510,23,10,11,1
1729742,510,23,10,12,1
1729743,510,23,10,13,1
1729744,510,23,10,14,1
1729745,510,23,10,15,1
1729746,510,23,10,16,1
1729747,510,23,10,17,2
1729748,510,23,10,18,2
1729749,510,23,10,19,3
1729750,510,23,10,20,3
1729751,510,23,10,21,3
1729752,510,23,10,22,4
1729753,510,23,10,23,4
1729754,510,23,10,24,5
1729755,510,23,10,25,5
1730439,510,25,9,8,5
1730440,510,25,9,9,5
1730441,510,25,9,10,4
1730442,510,25,9,11,4
1730443,510,25,9,12,3
1730444,510,25,9,13,3
1730445,510,25,9,14,2
1730446,510,25,9,15,1
1730447,510,25,9,16,1
1730448,510,25,9,17,1
1730449,510,25,9,18,0
1730450,510,25,9,19,1
1730451,510,25,9,20,1
1730452,510,25,9,21,2
1730453,510,25,9,22,2
1730454,510,25,9,23,3
1730455,510,25,9,24,3
1730456,510,25,9,25,4
1730457,510,25,9,26,4
1730458,510,25,9,27,5
1731150,510,27,8,20,5
1731151,510,27,8,21,4
1731152,510,27,8,22,4
1731153,510,27,8,23,3
1731154,510,27,8,24,3
1731155,510,27,8,25,2
1731156,510,27,8,26,1
1731157,510,27,8,27,1
1731158,510,27,8,28,0
1731159,510,27,8,29,0
1731160,510,27,8,30,1
1731161,510,27,8,31,1
1731162,510,27,9,1,2
1731163,510,27,9,2,2
1731164,510,27,9,3,3
1731165,510,27,9,4,4
1731166,510,27,9,5,4
1731167,510,27,9,6,5
1731168,510,27,9,7,5
1731861,510,29,7,31,5
1731862,510,29,8,1,5
1731863,510,29,8,2,4
1731864,510,29,8,3,4
1731865,510,29,8,4,3
1731866,510,29,8,5,2
1731867,510,29,8,6,2
1731868,510,29,8,7,1
1731869,510,29,8,8,1
1731870,510,29,8,9,0
1731871,510,29,8,10,0
1731872,510,29,8,11,1
1731873,510,29,8,12,1
1731874,510,29,8,13,2
1731875,510,29,8,14,3
1731876,510,29,8,15,3
1731877,510,29,8,16,4
1731878,510,29,8,17,5
1731879,510,29,8,18,5
1732573,510,31,7,13,5
1732574,510,31,7,14,5
1732575,510,31,7,15,4
1732576,510,31,7,16,3
1732577,510,31,7,17,3
1732578,510,31,7,18,2
1732579,510,31,7,19,2
1732580,510,31,7,20,1
1732581,510,31,7,21,1
1732582,510,31,7,22,0
1732583,510,31,7,23,0
1732584,510,31,7,24,1
1732585,510,31,7,25,2
1732586,510,31,7,26,2
1732587,510,31,7,27,3
1732588,510,31,7,28,3
1732589,510,31,7,29,4
1732590,510,31,7,30,5
1732591,510,31,7,31,5
1733285,510,33,6,24,5
1733286,510,33,6,25,4
1733287,510,33,6,26,4
1733288,510,33,6,27,3
1733289,510,33,6,28,3
1733290,510,33,6,29,2
1733291,510,33,6,30,1
1733292,510,33,7,1,1
1733293,510,33,7,2,0
1733294,510,33,7,3,0
1733295,510,33,7,4,1
1733296,510,33,7,5,1
1733297,510,33,7,6,2
1733298,510,33,7,7,2
1733299,510,33,7,8,3
1733300,510,33,7,9,4
1733301,510,33,7,10,4
1733302,510,33,7,11,5
1733303,510,33,7,12,5
1733995,510,35,6,4,5
1733996,510,35,6,5,5
1733997,510,35,6,6,4
1733998,510,35,6,7,3
1733999,510,35,6,8,3
1734000,510,35,6,9,2
1734001,510,35,6,10,2
1734002,510,35,6,11,1
1734003,510,35,6,12,1
1734004,510,35,6,13,0
1734005,510,35,6,14,1
1734006,510,35,6,15,1
1734007,510,35,6,16,1
1734008,510,35,6,17,2
1734009,510,35,6,18,3
1734010,510,35,6,19,3
1734011,510,35,6,20,4
1734012,510,35,6,21,4
1734013,510,35,6,22,5
1734701,510,37,5,10,5
1734702,510,37,5,11,5
1734703,510,37,5,12,4
1734704,510,37,5,13,4
1734705,510,37,5,14,3
1734706,510,37,5,15,3
1734707,510,37,5,16,2
1734708,510,37,5,17,2
1734709,510,37,5,18,1
1734710,510,37,5,19,1
1734711,510,37,5,20,1
1734712,510,37,5,21,1
1734713,510,37,5,22,1
1734714,510,37,5,23,1
1734715,510,37,5,24,2
1734716,510,37,5,25,2
1734717,510,37,5,26,3
1734718,510,37,5,27,3
1734719,510,37,5,28,4
1734720,510,37,5,29,4
1734721,510,37,5,30,5
1734722,510,37,5,31,5
1735224,510,38,10,15,5
1735225,510,38,10,16,5
1735226,510,38,10,17,4
1735227,510,38,10,18,4
1735228,510,38,10,19,4
1735229,510,38,10,20,3
1735230,510,38,10,21,3
1735231,510,38,10,22,2
1735232,510,38,10,23,2
1735233,510,38,10,24,2
1735234,510,38,10,25,1
1735235,510,38,10,26,1
1735236,510,38,10,27,1
1735237,510,38,10,28,1
1735238,510,38,10,29,1
1735239,510,38,10,30,1
1735240,510,38,10,31,2
1735241,510,38,11,1,2
1735242,510,38,11,2,2
1735243,510,38,11,3,3
1735244,510,38,11,4,3
1735245,510,38,11,5,3
1735246,510,38,11,6,4
1735247,510,38,11,7,4
1735248,510,38,11,8,4
1735249,510,38,11,9,5
1735250,510,38,11,10,5
1735251,510,38,11,11,5
1735329,510,39,1,28,5
1735330,510,39,1,29,5
1735331,510,39,1,30,5
1735332,510,39,1,31,5
1735333,510,39,2,1,4
1735334,510,39,2,2,4
1735335,510,39,2,3,4
1735336,510,39,2,4,4
1735337,510,39,2,5,4
1735338,510,39,2,6,4
1735339,510,39,2,7,4
1735340,510,39,2,8,4
1735341,510,39,2,9,4
1735342,510,39,2,10,4
1735343,510,39,2,11,4
1735344,510,39,2,12,4
1735345,510,39,2,13,4
1735346,510,39,2,14,4
1735347,510,39,2,15,4
1735348,510,39,2,16,4
1735349,510,39,2,17,5
1735350,510,39,2,18,5
1735351,510,39,2,19,5
1735352,510,39,2,20,5
1735353,510,39,2,21,5
1735354,510,39,2,22,5
1735355,510,39,2,23,5
1735382,510,39,3,22,5
1735383,510,39,3,23,5
1735384,510,39,3,24,5
1735385,510,39,3,25,5
1735386,510,39,3,26,5
1735387,510,39,3,27,5
1735388,510,39,3,28,4
1735389,510,39,3,29,4
1735390,510,39,3,30,4
1735391,510,39,3,31,4
1735392,510,39,4,1,4
1735393,510,39,4,2,3
1735394,510,39,4,3,3
1735395,510,39,4,4,3
1735396,510,39,4,5,3
1735397,510,39,4,6,3
1735398,510,39,4,7,2
1735399,510,39,4,8,2
1735400,510,39,4,9,2
1735401,510,39,4,10,2
1735402,510,39,4,11,2
1735403,510,39,4,12,2
1735404,510,39,4,13,1
1735405,510,39,4,14,1
1735406,510,39,4,15,1
1735407,510,39,4,16,1
1735408,510,39,4,17,2
1735409,510,39,4,18,2
1735410,510,39,4,19,2
1735411,510,39,4,20,2
1735412,510,39,4,21,3
1735413,510,39,4,22,3
1735414,510,39,4,23,3
1735415,510,39,4,24,4
1735416,510,39,4,25,4
1735417,510,39,4,26,4
1735418,510,39,4,27,5
1735419,510,39,4,28,5
1735420,510,39,4,29,5
1735927,510,40,9,17,5
1735928,510,40,9,18,5
1735929,510,40,9,19,4
1735930,510,40,9,20,3
1735931,510,40,9,21,3
1735932,510,40,9,22,2
1735933,510,40,9,23,2
1735934,510,40,9,24,1
1735935,510,40,9,25,1
1735936,510,40,9,26,1
1735937,510,40,9,27,0
1735938,510,40,9,28,1
1735939,510,40,9,29,1
1735940,510,40,9,30,2
1735941,510,40,10,1,2
1735942,510,40,10,2,3
1735943,510,40,10,3,3
1735944,510,40,10,4,4
1735945,510,40,10,5,4
1735946,510,40,10,6,5
1736636,510,42,8,27,5
1736637,510,42,8,28,5
1736638,510,42,8,29,4
1736639,510,42,8,30,4
1736640,510,42,8,31,3
1736641,510,42,9,1,2
1736642,510,42,9,2,2
1736643,510,42,9,3,1
1736644,510,42,9,4,1
1736645,510,42,9,5,0
1736646,510,42,9,6,0
1736647,510,42,9,7,1
1736648,510,42,9,8,1
1736649,510,42,9,9,2
1736650,510,42,9,10,3
1736651,510,42,9,11,3
1736652,510,42,9,12,4
1736653,510,42,9,13,4
1736654,510,42,9,14,5
1737347,510,44,8,7,5
1737348,510,44,8,8,5
1737349,510,44,8,9,4
1737350,510,44,8,10,4
1737351,510,44,8,11,3
1737352,510,44,8,12,2
1737353,510,44,8,13,2
1737354,510,44,8,14,1
1737355,510,44,8,15,1
1737356,510,44,8,16,0
1737357,510,44,8,17,0
1737358,510,44,8,18,1
1737359,510,44,8,19,1
1737360,510,44,8,20,2
1737361,510,44,8,21,3
1737362,510,44,8,22,3
1737363,510,44,8,23,4
1737364,510,44,8,24,4
1737365,510,44,8,25,5
1738059,510,46,7,20,5
1738060,510,46,7,21,5
1738061,510,46,7,22,4
1738062,510,46,7,23,3
1738063,510,46,7,24,3
1738064,510,46,7,25,2
1738065,510,46,7,26,2
1738066,510,46,7,27,1
1738067,510,46,7,28,1
1738068,510,46,7,29,0
1738069,510,46,7,30,0
1738070,510,46,7,31,1
1738071,510,46,8,1,1
1738072,510,46,8,2,2
1738073,510,46,8,3,3
1738074,510,46,8,4,3
1738075,510,46,8,5,4
1738076,510,46,8,6,5
1738077,510,46,8,7,5
1738771,510,48,7,1,5
1738772,510,48,7,2,5
1738773,510,48,7,3,4
1738774,510,48,7,4,3
1738775,510,48,7,5,3
1738776,510,48,7,6,2
1738777,510,48,7,7,2
1738778,510,48,7,8,1
1738779,510,48,7,9,0
